time (s),reference position (m),reference velocity (m/s),position (m),velocity (m/s),voltage (V)
1.37,1.6764,0,1.67639,0.000109943,0.277019
1.3725,1.6764,0,1.67639,0.000104934,0.276991
1.375,1.6764,0,1.67639,0.000100152,0.276964
1.3775,1.6764,0,1.67639,9.5589e-05,0.276938
1.38,1.6764,0,1.6764,9.12336e-05,0.276913
1.3825,1.6764,0,1.6764,8.70766e-05,0.276889
1.385,1.6764,0,1.6764,8.3109e-05,0.276867
1.3875,1.6764,0,1.6764,7.93222e-05,0.276845
1.39,1.6764,0,1.6764,7.5708e-05,0.276825
1.3925,1.6764,0,1.6764,7.22584e-05,0.276805
1.395,1.6764,0,1.6764,6.8966e-05,0.276786
1.3975,1.6764,0,1.6764,6.58236e-05,0.276769
1.4,1.6764,0,1.6764,6.28244e-05,0.276752
1.4025,1.6764,0,1.6764,5.99619e-05,0.276735
1.405,1.6764,0,1.6764,5.72298e-05,0.27672
1.4075,1.6764,0,1.6764,5.46221e-05,0.276705
1.41,1.6764,0,1.6764,5.21333e-05,0.276691
1.4125,1.6764,0,1.6764,4.97579e-05,0.276677
1.415,1.6764,0,1.6764,4.74907e-05,0.276664
1.4175,1.6764,0,1.6764,4.53269e-05,0.276652
1.42,1.6764,0,1.6764,4.32616e-05,0.27664
1.4225,1.6764,0,1.6764,4.12904e-05,0.276629
1.425,1.6764,0,1.6764,3.94091e-05,0.276619
1.4275,1.6764,0,1.6764,3.76134e-05,0.276608
1.43,1.6764,0,1.6764,3.58996e-05,0.276599
1.4325,1.6764,0,1.6764,3.42639e-05,0.276589
1.435,1.6764,0,1.6764,3.27027e-05,0.27658
1.4375,1.6764,0,1.6764,3.12126e-05,0.276572
1.44,1.6764,0,1.6764,2.97904e-05,0.276564
1.4425,1.6764,0,1.6764,2.8433e-05,0.276556
1.445,1.6764,0,1.6764,2.71375e-05,0.276549
1.4475,1.6764,0,1.6764,2.5901e-05,0.276542
1.45,1.6764,0,1.6764,2.47209e-05,0.276535
1.4525,1.6764,0,1.6764,2.35945e-05,0.276529
1.455,1.6764,0,1.6764,2.25194e-05,0.276523
1.4575,1.6764,0,1.6764,2.14933e-05,0.276517
1.46,1.6764,0,1.6764,2.0514e-05,0.276511
1.4625,1.6764,0,1.6764,1.95793e-05,0.276506
1.465,1.6764,0,1.6764,1.86872e-05,0.276501
1.4675,1.6764,0,1.6764,1.78357e-05,0.276496
1.47,1.6764,0,1.6764,1.7023e-05,0.276491
1.4725,1.6764,0,1.6764,1.62474e-05,0.276487
1.475,1.6764,0,1.6764,1.55071e-05,0.276483
1.4775,1.6764,0,1.6764,1.48005e-05,0.276479
1.48,1.6764,0,1.6764,1.41262e-05,0.276475
1.4825,1.6764,0,1.6764,1.34825e-05,0.276471
1.485,1.6764,0,1.6764,1.28682e-05,0.276468
1.4875,1.6764,0,1.6764,1.22819e-05,0.276464
1.49,1.6764,0,1.6764,1.17223e-05,0.276461
1.4925,1.6764,0,1.6764,1.11881e-05,0.276458
1.495,1.6764,0,1.6764,1.06784e-05,0.276455
1.4975,1.6764,0,1.6764,1.01918e-05,0.276453
1.5,1.6764,0,1.6764,9.72743e-06,0.27645
1.5025,1.6764,0,1.6764,9.28421e-06,0.276447
1.505,1.6764,0,1.6764,8.86118e-06,0.276445
1.5075,1.6764,0,1.6764,8.45743e-06,0.276443
1.51,1.6764,0,1.6764,8.07208e-06,0.276441
1.5125,1.6764,0,1.6764,7.70428e-06,0.276438
1.515,1.6764,0,1.6764,7.35324e-06,0.276437
1.5175,1.6764,0,1.6764,7.0182e-06,0.276435
1.52,1.6764,0,1.6764,6.69842e-06,0.276433
1.5225,1.6764,0,1.6764,6.39321e-06,0.276431
1.525,1.6764,0,1.6764,6.10191e-06,0.276429
1.5275,1.6764,0,1.6764,5.82388e-06,0.276428
1.53,1.6764,0,1.6764,5.55852e-06,0.276426
1.5325,1.6764,0,1.6764,5.30525e-06,0.276425
1.535,1.6764,0,1.6764,5.06352e-06,0.276424
1.5375,1.6764,0,1.6764,4.83281e-06,0.276422
1.54,1.6764,0,1.6764,4.6126e-06,0.276421
1.5425,1.6764,0,1.6764,4.40243e-06,0.27642
1.545,1.6764,0,1.6764,4.20184e-06,0.276419
1.5475,1.6764,0,1.6764,4.01039e-06,0.276418
1.55,1.6764,0,1.6764,3.82766e-06,0.276416
1.5525,1.6764,0,1.6764,3.65325e-06,0.276415
1.555,1.6764,0,1.6764,3.4868e-06,0.276415
1.5575,1.6764,0,1.6764,3.32792e-06,0.276414
1.56,1.6764,0,1.6764,3.17629e-06,0.276413
1.5625,1.6764,0,1.6764,3.03156e-06,0.276412
1.565,1.6764,0,1.6764,2.89343e-06,0.276411
1.5675,1.6764,0,1.6764,2.7616e-06,0.27641
1.57,1.6764,0,1.6764,2.63577e-06,0.27641
1.5725,1.6764,0,1.6764,2.51567e-06,0.276409
1.575,1.6764,0,1.6764,2.40105e-06,0.276408
1.5775,1.6764,0,1.6764,2.29164e-06,0.276408
1.58,1.6764,0,1.6764,2.18723e-06,0.276407
1.5825,1.6764,0,1.6764,2.08757e-06,0.276407
1.585,1.6764,0,1.6764,1.99245e-06,0.276406
1.5875,1.6764,0,1.6764,1.90167e-06,0.276406
1.59,1.6764,0,1.6764,1.81502e-06,0.276405
1.5925,1.6764,0,1.6764,1.73232e-06,0.276405
1.595,1.6764,0,1.6764,1.65339e-06,0.276404
1.5975,1.6764,0,1.6764,1.57805e-06,0.276404
1.6,1.6764,0,1.6764,1.50615e-06,0.276403
1.6025,1.6764,0,1.6764,1.43752e-06,0.276403
1.605,1.6764,0,1.6764,1.37202e-06,0.276403
1.6075,1.6764,0,1.6764,1.30951e-06,0.276402
1.61,1.6764,0,1.6764,1.24984e-06,0.276402
1.6125,1.6764,0,1.6764,1.19289e-06,0.276402
1.615,1.6764,0,1.6764,1.13854e-06,0.276401
1.6175,1.6764,0,1.6764,1.08666e-06,0.276401
1.62,1.6764,0,1.6764,1.03715e-06,0.276401
1.6225,1.6764,0,1.6764,9.89894e-07,0.2764
1.625,1.6764,0,1.6764,9.4479e-07,0.2764
1.6275,1.6764,0,1.6764,9.01742e-07,0.2764
1.63,1.6764,0,1.6764,8.60655e-07,0.2764
1.6325,1.6764,0,1.6764,8.2144e-07,0.276399
1.635,1.6764,0,1.6764,7.84011e-07,0.276399
1.6375,1.6764,0,1.6764,7.48289e-07,0.276399
1.64,1.6764,0,1.6764,7.14193e-07,0.276399
1.6425,1.6764,0,1.6764,6.81652e-07,0.276399
1.645,1.6764,0,1.6764,6.50593e-07,0.276398
1.6475,1.6764,0,1.6764,6.20949e-07,0.276398
1.65,1.6764,0,1.6764,5.92656e-07,0.276398
1.6525,1.6764,0,1.6764,5.65652e-07,0.276398
1.655,1.6764,0,1.6764,5.39879e-07,0.276398
1.6575,1.6764,0,1.6764,5.1528e-07,0.276398
1.66,1.6764,0,1.6764,4.91801e-07,0.276398
1.6625,1.6764,0,1.6764,4.69393e-07,0.276397
1.665,1.6764,0,1.6764,4.48005e-07,0.276397
1.6675,1.6764,0,1.6764,4.27592e-07,0.276397
1.67,1.6764,0,1.6764,4.0811e-07,0.276397
1.6725,1.6764,0,1.6764,3.89514e-07,0.276397
1.675,1.6764,0,1.6764,3.71767e-07,0.276397
1.6775,1.6764,0,1.6764,3.54827e-07,0.276397
1.68,1.6764,0,1.6764,3.3866e-07,0.276397
1.6825,1.6764,0,1.6764,3.23229e-07,0.276397
1.685,1.6764,0,1.6764,3.08501e-07,0.276396
1.6875,1.6764,0,1.6764,2.94445e-07,0.276396
1.69,1.6764,0,1.6764,2.81029e-07,0.276396
1.6925,1.6764,0,1.6764,2.68224e-07,0.276396
1.695,1.6764,0,1.6764,2.56003e-07,0.276396
1.6975,1.6764,0,1.6764,2.44338e-07,0.276396
1.7,1.6764,0,1.6764,2.33205e-07,0.276396
1.7025,1.6764,0,1.6764,2.22579e-07,0.276396
1.705,1.6764,0,1.6764,2.12438e-07,0.276396
1.7075,1.6764,0,1.6764,2.02758e-07,0.276396
1.71,1.6764,0,1.6764,1.93519e-07,0.276396
1.7125,1.6764,0,1.6764,1.84702e-07,0.276396
1.715,1.6764,0,1.6764,1.76286e-07,0.276396
1.7175,1.6764,0,1.6764,1.68254e-07,0.276396
1.72,1.6764,0,1.6764,1.60587e-07,0.276396
1.7225,1.6764,0,1.6764,1.5327e-07,0.276396
1.725,1.6764,0,1.6764,1.46287e-07,0.276396
1.7275,1.6764,0,1.6764,1.39621e-07,0.276396
1.73,1.6764,0,1.6764,1.3326e-07,0.276396
1.7325,1.6764,0,1.6764,1.27188e-07,0.276395
1.735,1.6764,0,1.6764,1.21393e-07,0.276395
1.7375,1.6764,0,1.6764,1.15861e-07,0.276395
1.74,1.6764,0,1.6764,1.10582e-07,0.276395
1.7425,1.6764,0,1.6764,1.05544e-07,0.276395
1.745,1.6764,0,1.6764,1.00735e-07,0.276395
1.7475,1.6764,0,1.6764,9.61448e-08,0.276395
1.75,1.6764,0,1.6764,9.17641e-08,0.276395
1.7525,1.6764,0,1.6764,8.75829e-08,0.276395
1.755,1.6764,0,1.6764,8.35923e-08,0.276395
1.7575,1.6764,0,1.6764,7.97835e-08,0.276395
1.76,1.6764,0,1.6764,7.61482e-08,0.276395
1.7625,1.6764,0,1.6764,7.26786e-08,0.276395
1.765,1.6764,0,1.6764,6.9367e-08,0.276395
1.7675,1.6764,0,1.6764,6.62064e-08,0.276395
1.77,1.6764,0,1.6764,6.31897e-08,0.276395
1.7725,1.6764,0,1.6764,6.03106e-08,0.276395
1.775,1.6764,0,1.6764,5.75626e-08,0.276395
1.7775,1.6764,0,1.6764,5.49398e-08,0.276395
1.78,1.6764,0,1.6764,5.24365e-08,0.276395
1.7825,1.6764,0,1.6764,5.00473e-08,0.276395
1.785,1.6764,0,1.6764,4.77669e-08,0.276395
1.7875,1.6764,0,1.6764,4.55904e-08,0.276395
1.79,1.6764,0,1.6764,4.35132e-08,0.276395
1.7925,1.6764,0,1.6764,4.15305e-08,0.276395
1.795,1.6764,0,1.6764,3.96382e-08,0.276395
1.7975,1.6764,0,1.6764,3.78321e-08,0.276395
1.8,1.6764,0,1.6764,3.61083e-08,0.276395
1.8025,1.6764,0,1.6764,3.44631e-08,0.276395
1.805,1.6764,0,1.6764,3.28928e-08,0.276395
1.8075,1.6764,0,1.6764,3.13941e-08,0.276395
1.81,1.6764,0,1.6764,2.99636e-08,0.276395
1.8125,1.6764,0,1.6764,2.85984e-08,0.276395
1.815,1.6764,0,1.6764,2.72953e-08,0.276395
1.8175,1.6764,0,1.6764,2.60516e-08,0.276395
1.82,1.6764,0,1.6764,2.48646e-08,0.276395
1.8225,1.6764,0,1.6764,2.37317e-08,0.276395
1.825,1.6764,0,1.6764,2.26504e-08,0.276395
1.8275,1.6764,0,1.6764,2.16183e-08,0.276395
1.83,1.6764,0,1.6764,2.06333e-08,0.276395
1.8325,1.6764,0,1.6764,1.96932e-08,0.276395
1.835,1.6764,0,1.6764,1.87959e-08,0.276395
1.8375,1.6764,0,1.6764,1.79394e-08,0.276395
1.84,1.6764,0,1.6764,1.7122e-08,0.276395
1.8425,1.6764,0,1.6764,1.63419e-08,0.276395
1.845,1.6764,0,1.6764,1.55973e-08,0.276395
1.8475,1.6764,0,1.6764,1.48866e-08,0.276395
1.85,1.6764,0,1.6764,1.42083e-08,0.276395
1.8525,1.6764,0,1.6764,1.35609e-08,0.276395
1.855,1.6764,0,1.6764,1.2943e-08,0.276395
1.8575,1.6764,0,1.6764,1.23533e-08,0.276395
1.86,1.6764,0,1.6764,1.17904e-08,0.276395
1.8625,1.6764,0,1.6764,1.12532e-08,0.276395
1.865,1.6764,0,1.6764,1.07405e-08,0.276395
1.8675,1.6764,0,1.6764,1.02511e-08,0.276395
1.87,1.6764,0,1.6764,9.784e-09,0.276395
1.8725,1.6764,0,1.6764,9.33821e-09,0.276395
1.875,1.6764,0,1.6764,8.91272e-09,0.276395
1.8775,1.6764,0,1.6764,8.50662e-09,0.276395
1.88,1.6764,0,1.6764,8.11903e-09,0.276395
1.8825,1.6764,0,1.6764,7.74909e-09,0.276395
1.885,1.6764,0,1.6764,7.39601e-09,0.276395
1.8875,1.6764,0,1.6764,7.05902e-09,0.276395
1.89,1.6764,0,1.6764,6.73738e-09,0.276395
1.8925,1.6764,0,1.6764,6.4304e-09,0.276395
1.895,1.6764,0,1.6764,6.1374e-09,0.276395
1.8975,1.6764,0,1.6764,5.85776e-09,0.276395
1.9,1.6764,0,1.6764,5.59086e-09,0.276395
1.9025,1.6764,0,1.6764,5.33612e-09,0.276395
1.905,1.6764,0,1.6764,5.09298e-09,0.276395
1.9075,1.6764,0,1.6764,4.86093e-09,0.276395
1.91,1.6764,0,1.6764,4.63944e-09,0.276395
1.9125,1.6764,0,1.6764,4.42805e-09,0.276395
1.915,1.6764,0,1.6764,4.22629e-09,0.276395
1.9175,1.6764,0,1.6764,4.03372e-09,0.276395
1.92,1.6764,0,1.6764,3.84993e-09,0.276395
1.9225,1.6764,0,1.6764,3.67451e-09,0.276395
1.925,1.6764,0,1.6764,3.50708e-09,0.276395
1.9275,1.6764,0,1.6764,3.34729e-09,0.276395
1.93,1.6764,0,1.6764,3.19477e-09,0.276395
1.9325,1.6764,0,1.6764,3.04921e-09,0.276395
1.935,1.6764,0,1.6764,2.91027e-09,0.276395
1.9375,1.6764,0,1.6764,2.77767e-09,0.276395
1.94,1.6764,0,1.6764,2.65111e-09,0.276395
1.9425,1.6764,0,1.6764,2.53031e-09,0.276395
1.945,1.6764,0,1.6764,2.41502e-09,0.276395
1.9475,1.6764,0,1.6764,2.30498e-09,0.276395
1.95,1.6764,0,1.6764,2.19995e-09,0.276395
1.9525,1.6764,0,1.6764,2.09972e-09,0.276395
1.955,1.6764,0,1.6764,2.00404e-09,0.276395
1.9575,1.6764,0,1.6764,1.91273e-09,0.276395
1.96,1.6764,0,1.6764,1.82558e-09,0.276395
1.9625,1.6764,0,1.6764,1.7424e-09,0.276395
1.965,1.6764,0,1.6764,1.66301e-09,0.276395
1.9675,1.6764,0,1.6764,1.58724e-09,0.276395
1.97,1.6764,0,1.6764,1.51492e-09,0.276395
1.9725,1.6764,0,1.6764,1.44589e-09,0.276395
1.975,1.6764,0,1.6764,1.38001e-09,0.276395
1.9775,1.6764,0,1.6764,1.31713e-09,0.276395
1.98,1.6764,0,1.6764,1.25712e-09,0.276395
1.9825,1.6764,0,1.6764,1.19984e-09,0.276395
1.985,1.6764,0,1.6764,1.14517e-09,0.276395
1.9875,1.6764,0,1.6764,1.09299e-09,0.276395
1.99,1.6764,0,1.6764,1.04319e-09,0.276395
1.9925,1.6764,0,1.6764,9.95658e-10,0.276395
1.995,1.6764,0,1.6764,9.50291e-10,0.276395
1.9975,1.6764,0,1.6764,9.06991e-10,0.276395
2,1.6764,0,1.6764,8.65667e-10,0.276395
2.0025,1.6764,0,1.6764,8.26225e-10,0.276395
2.005,1.6764,0,1.6764,7.88581e-10,0.276395
2.0075,1.6764,0,1.6764,7.52652e-10,0.276395
2.01,1.6764,0,1.6764,7.18357e-10,0.276395
2.0125,1.6764,0,1.6764,6.85624e-10,0.276395
2.015,1.6764,0,1.6764,6.54385e-10,0.276395
2.0175,1.6764,0,1.6764,6.24568e-10,0.276395
2.02,1.6764,0,1.6764,5.96109e-10,0.276395
2.0225,1.6764,0,1.6764,5.68947e-10,0.276395
2.025,1.6764,0,1.6764,5.43022e-10,0.276395
2.0275,1.6764,0,1.6764,5.18279e-10,0.276395
2.03,1.6764,0,1.6764,4.94664e-10,0.276395
2.0325,1.6764,0,1.6764,4.72127e-10,0.276395
2.035,1.6764,0,1.6764,4.50613e-10,0.276395
2.0375,1.6764,0,1.6764,4.30082e-10,0.276395
2.04,1.6764,0,1.6764,4.10488e-10,0.276395
2.0425,1.6764,0,1.6764,3.91785e-10,0.276395
2.045,1.6764,0,1.6764,3.73934e-10,0.276395
2.0475,1.6764,0,1.6764,3.56895e-10,0.276395
2.05,1.6764,0,1.6764,3.40635e-10,0.276395
2.0525,1.6764,0,1.6764,3.25116e-10,0.276395
2.055,1.6764,0,1.6764,3.10303e-10,0.276395
2.0575,1.6764,0,1.6764,2.96164e-10,0.276395
2.06,1.6764,0,1.6764,2.82669e-10,0.276395
2.0625,1.6764,0,1.6764,2.69788e-10,0.276395
2.065,1.6764,0,1.6764,2.57497e-10,0.276395
2.0675,1.6764,0,1.6764,2.45765e-10,0.276395
2.07,1.6764,0,1.6764,2.34568e-10,0.276395
2.0725,1.6764,0,1.6764,2.23882e-10,0.276395
2.075,1.6764,0,1.6764,2.13679e-10,0.276395
2.0775,1.6764,0,1.6764,2.03943e-10,0.276395
2.08,1.6764,0,1.6764,1.94651e-10,0.276395
2.0825,1.6764,0,1.6764,1.85783e-10,0.276395
2.085,1.6764,0,1.6764,1.77318e-10,0.276395
2.0875,1.6764,0,1.6764,1.69241e-10,0.276395
2.09,1.6764,0,1.6764,1.61531e-10,0.276395
2.0925,1.6764,0,1.6764,1.54171e-10,0.276395
2.095,1.6764,0,1.6764,1.47148e-10,0.276395
2.0975,1.6764,0,1.6764,1.40446e-10,0.276395
2.1,1.6764,0,1.6764,1.34049e-10,0.276395
2.1025,1.6764,0,1.6764,1.27943e-10,0.276395
2.105,1.6764,0,1.6764,1.22116e-10,0.276395
2.1075,1.6764,0,1.6764,1.16551e-10,0.276395
2.11,1.6764,0,1.6764,1.11243e-10,0.276395
2.1125,1.6764,0,1.6764,1.06174e-10,0.276395
2.115,1.6764,0,1.6764,1.01338e-10,0.276395
2.1175,1.6764,0,1.6764,9.67197e-11,0.276395
2.12,1.6764,0,1.6764,9.23116e-11,0.276395
2.1225,1.6764,0,1.6764,8.81079e-11,0.276395
2.125,1.6764,0,1.6764,8.40956e-11,0.276395
2.1275,1.6764,0,1.6764,8.02627e-11,0.276395
2.13,1.6764,0,1.6764,7.66033e-11,0.276395
2.1325,1.6764,0,1.6764,7.3113e-11,0.276395
2.135,1.6764,0,1.6764,6.97819e-11,0.276395
2.1375,1.6764,0,1.6764,6.66016e-11,0.276395
2.14,1.6764,0,1.6764,6.35673e-11,0.276395
2.1425,1.6764,0,1.6764,6.06717e-11,0.276395
2.145,1.6764,0,1.6764,5.79073e-11,0.276395
2.1475,1.6764,0,1.6764,5.52693e-11,0.276395
2.15,1.6764,0,1.6764,5.27505e-11,0.276395
2.1525,1.6764,0,1.6764,5.03464e-11,0.276395
2.155,1.6764,0,1.6764,4.80527e-11,0.276395
2.1575,1.6764,0,1.6764,4.58627e-11,0.276395
2.16,1.6764,0,1.6764,4.37746e-11,0.276395
2.1625,1.6764,0,1.6764,4.17821e-11,0.276395
2.165,1.6764,0,1.6764,3.98778e-11,0.276395
2.1675,1.6764,0,1.6764,3.806e-11,0.276395
2.17,1.6764,0,1.6764,3.63251e-11,0.276395
2.1725,1.6764,0,1.6764,3.46694e-11,0.276395
2.175,1.6764,0,1.6764,3.3089e-11,0.276395
2.1775,1.6764,0,1.6764,3.15802e-11,0.276395
2.18,1.6764,0,1.6764,3.01418e-11,0.276395
2.1825,1.6764,0,1.6764,2.87678e-11,0.276395
2.185,1.6764,0,1.6764,2.74566e-11,0.276395
2.1875,1.6764,0,1.6764,2.6208e-11,0.276395
2.19,1.6764,0,1.6764,2.5013e-11,0.276395
2.1925,1.6764,0,1.6764,2.38723e-11,0.276395
2.195,1.6764,0,1.6764,2.27832e-11,0.276395
2.1975,1.6764,0,1.6764,2.1745e-11,0.276395
2.2,1.6764,0,1.6764,2.07546e-11,0.276395
2.2025,1.6764,0,1.6764,1.98113e-11,0.276395
2.205,1.6764,0,1.6764,1.89089e-11,0.276395
2.2075,1.6764,0,1.6764,1.80489e-11,0.276395
2.21,1.6764,0,1.6764,1.72259e-11,0.276395
2.2125,1.6764,0,1.6764,1.64413e-11,0.276395
2.215,1.6764,0,1.6764,1.56927e-11,0.276395
2.2175,1.6764,0,1.6764,1.49793e-11,0.276395
2.22,1.6764,0,1.6764,1.42952e-11,0.276395
2.2225,1.6764,0,1.6764,1.36447e-11,0.276395
2.225,1.6764,0,1.6764,1.30261e-11,0.276395
2.2275,1.6764,0,1.6764,1.24329e-11,0.276395
2.23,1.6764,0,1.6764,1.18666e-11,0.276395
2.2325,1.6764,0,1.6764,1.13274e-11,0.276395
2.235,1.6764,0,1.6764,1.08126e-11,0.276395
2.2375,1.6764,0,1.6764,1.03185e-11,0.276395
2.24,1.6764,0,1.6764,9.84708e-12,0.276395
2.2425,1.6764,0,1.6764,9.39889e-12,0.276395
2.245,1.6764,0,1.6764,8.97112e-12,0.276395
2.2475,1.6764,0,1.6764,8.56306e-12,0.276395
2.25,1.6764,0,1.6764,8.17456e-12,0.276395
2.2525,1.6764,0,1.6764,7.80555e-12,0.276395
2.255,1.6764,0,1.6764,7.45021e-12,0.276395
2.2575,1.6764,0,1.6764,7.10998e-12,0.276395
2.26,1.6764,0,1.6764,6.7852e-12,0.276395
2.2625,1.6764,0,1.6764,6.47598e-12,0.276395
2.265,1.6764,0,1.6764,6.18234e-12,0.276395
2.2675,1.6764,0,1.6764,5.90138e-12,0.276395
2.27,1.6764,0,1.6764,5.63235e-12,0.276395
2.2725,1.6764,0,1.6764,5.37799e-12,0.276395
2.275,1.6764,0,1.6764,5.13316e-12,0.276395
2.2775,1.6764,0,1.6764,4.89948e-12,0.276395
2.28,1.6764,0,1.6764,4.67443e-12,0.276395
2.2825,1.6764,0,1.6764,4.46031e-12,0.276395
2.285,1.6764,0,1.6764,4.25477e-12,0.276395
2.2875,1.6764,0,1.6764,4.06013e-12,0.276395
2.29,1.6764,0,1.6764,3.87408e-12,0.276395
2.2925,1.6764,0,1.6764,3.69893e-12,0.276395
2.295,1.6764,0,1.6764,3.52945e-12,0.276395
2.2975,1.6764,0,1.6764,3.37013e-12,0.276395
2.3,1.6764,0,1.6764,3.2163e-12,0.276395
2.3025,1.6764,0,1.6764,3.06967e-12,0.276395
2.305,1.6764,0,1.6764,2.9307e-12,0.276395
2.3075,1.6764,0,1.6764,2.79657e-12,0.276395
2.31,1.6764,0,1.6764,2.66948e-12,0.276395
2.3125,1.6764,0,1.6764,2.55e-12,0.276395
2.315,1.6764,0,1.6764,2.43536e-12,0.276395
2.3175,1.6764,0,1.6764,2.32485e-12,0.276395
2.32,1.6764,0,1.6764,2.22121e-12,0.276395
2.3225,1.6764,0,1.6764,2.12221e-12,0.276395
2.325,1.6764,0,1.6764,2.0273e-12,0.276395
2.3275,1.6764,0,1.6764,1.93634e-12,0.276395
2.33,1.6764,0,1.6764,1.84638e-12,0.276395
2.3325,1.6764,0,1.6764,1.76249e-12,0.276395
2.335,1.6764,0,1.6764,1.68304e-12,0.276395
2.3375,1.6764,0,1.6764,1.60764e-12,0.276395
2.34,1.6764,0,1.6764,1.53325e-12,0.276395
2.3425,1.6764,0,1.6764,1.46204e-12,0.276395
2.345,1.6764,0,1.6764,1.39744e-12,0.276395
2.3475,1.6764,0,1.6764,1.33453e-12,0.276395
2.35,1.6764,0,1.6764,1.27495e-12,0.276395
2.3525,1.6764,0,1.6764,1.21621e-12,0.276395
2.355,1.6764,0,1.6764,1.1606e-12,0.276395
2.3575,1.6764,0,1.6764,1.10577e-12,0.276395
2.36,1.6764,0,1.6764,1.05406e-12,0.276395
2.3625,1.6764,0,1.6764,1.00605e-12,0.276395
2.365,1.6764,0,1.6764,9.6188e-13,0.276395
2.3675,1.6764,0,1.6764,9.18685e-13,0.276395
2.37,1.6764,0,1.6764,8.78651e-13,0.276395
2.3725,1.6764,0,1.6764,8.39412e-13,0.276395
2.375,1.6764,0,1.6764,8.00374e-13,0.276395
2.3775,1.6764,0,1.6764,7.64298e-13,0.276395
2.38,1.6764,0,1.6764,7.28976e-13,0.276395
2.3825,1.6764,0,1.6764,6.93841e-13,0.276395
2.385,1.6764,0,1.6764,6.61662e-13,0.276395
2.3875,1.6764,0,1.6764,6.33146e-13,0.276395
2.39,1.6764,0,1.6764,6.05554e-13,0.276395
2.3925,1.6764,0,1.6764,5.78197e-13,0.276395
2.395,1.6764,0,1.6764,5.5381e-13,0.276395
2.3975,1.6764,0,1.6764,5.30173e-13,0.276395
2.4,1.6764,0,1.6764,5.0673e-13,0.276395
2.4025,1.6764,0,1.6764,4.83332e-13,0.276395
2.405,1.6764,0,1.6764,4.62862e-13,0.276395
2.4075,1.6764,0,1.6764,4.43125e-13,0.276395
2.41,1.6764,0,1.6764,4.23578e-13,0.276395
2.4125,1.6764,0,1.6764,4.04076e-13,0.276395
2.415,1.6764,0,1.6764,3.84592e-13,0.276395
2.4175,1.6764,0,1.6764,3.65107e-13,0.276395
2.42,1.6764,0,1.6764,3.48534e-13,0.276395
2.4225,1.6764,0,1.6764,3.32696e-13,0.276395
2.425,1.6764,0,1.6764,3.17045e-13,0.276395
2.4275,1.6764,0,1.6764,3.01439e-13,0.276395
2.43,1.6764,0,1.6764,2.85851e-13,0.276395
2.4325,1.6764,0,1.6764,2.7026e-13,0.276395
2.435,1.6764,0,1.6764,2.57586e-13,0.276395
2.4375,1.6764,0,1.6764,2.45647e-13,0.276395
2.44,1.6764,0,1.6764,2.36804e-13,0.276395
2.4425,1.6764,0,1.6764,2.28744e-13,0.276395
2.445,1.6764,0,1.6764,2.20886e-13,0.276395
2.4475,1.6764,0,1.6764,2.13073e-13,0.276395
2.45,1.6764,0,1.6764,2.05277e-13,0.276395
2.4525,1.6764,0,1.6764,1.97484e-13,0.276395
2.455,1.6764,0,1.6764,1.89689e-13,0.276395
2.4575,1.6764,0,1.6764,1.81893e-13,0.276395
2.46,1.6764,0,1.6764,1.741e-13,0.276395
2.4625,1.6764,0,1.6764,1.66304e-13,0.276395
2.465,1.6764,0,1.6764,1.58509e-13,0.276395
2.4675,1.6764,0,1.6764,1.53631e-13,0.276395
2.47,1.6764,0,1.6764,1.49485e-13,0.276395
2.4725,1.6764,0,1.6764,1.45522e-13,0.276395
2.475,1.6764,0,1.6764,1.41609e-13,0.276395
2.4775,1.6764,0,1.6764,1.37709e-13,0.276395
2.48,1.6764,0,1.6764,1.33813e-13,0.276395
2.4825,1.6764,0,1.6764,1.29917e-13,0.276395
2.485,1.6764,0,1.6764,1.26021e-13,0.276395
2.4875,1.6764,0,1.6764,1.22125e-13,0.276395
2.49,1.6764,0,1.6764,1.18225e-13,0.276395
2.4925,1.6764,0,1.6764,1.14325e-13,0.276395
2.495,1.6764,0,1.6764,1.10432e-13,0.276395
2.4975,1.6764,0,1.6764,1.06533e-13,0.276395
2.5,1.6764,0,1.6764,1.02637e-13,0.276395
2.5025,1.6764,0,1.6764,9.87439e-14,0.276395
2.505,1.6764,0,1.6764,9.48443e-14,0.276395
2.5075,1.6764,0,1.6764,9.09481e-14,0.276395
2.51,1.6764,0,1.6764,8.70484e-14,0.276395
2.5125,1.6764,0,1.6764,8.31522e-14,0.276395
2.515,1.6764,0,1.6764,7.9256e-14,0.276395
2.5175,1.6764,0,1.6764,7.53599e-14,0.276395
2.52,1.6764,0,1.6764,7.14637e-14,0.276395
2.5225,1.6764,0,1.6764,6.75675e-14,0.276395
2.525,1.6764,0,1.6764,6.36678e-14,0.276395
2.5275,1.6764,0,1.6764,5.97716e-14,0.276395
2.53,1.6764,0,1.6764,5.58754e-14,0.276395
2.5325,1.6764,0,1.6764,5.19793e-14,0.276395
2.535,1.6764,0,1.6764,5.09939e-14,0.276395
2.5375,1.6764,0,1.6764,5.07441e-14,0.276395
2.54,1.6764,0,1.6764,5.06817e-14,0.276395
2.5425,1.6764,0,1.6764,5.06643e-14,0.276395
2.545,1.6764,0,1.6764,5.06609e-14,0.276395
2.5475,1.6764,0,1.6764,5.06609e-14,0.276395
2.55,1.6764,0,1.6764,5.06609e-14,0.276395
